,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status
51361,e3a59f0c0070cef211194f618687ee20,582302abe5112d45149d760acd6e0c1b,delivered,2018-06-19 17:43:52,2018-06-19 18:04:28,2018-06-20 16:57:00,2018-06-27 13:28:25,2018-07-13,1,3cbe33afbd16b7026d87ed3bb2e8ca52,7ad32824caee82087b3e2e5f33b1bf32,2018-06-21 18:04:28,166.0,23.96,cama_mesa_banho,55.0,212.0,1.0,750.0,35.0,20.0,35.0,bed_bath_table,ecc693b513a0c362c8da8e6beeeb545a,30320,belo horizonte,MG,Repeater
51364,f75455b78762d30c7e663172f18dbcbe,6b92dda6e324283dbe4969c443e3bf1a,delivered,2018-02-12 10:12:55,2018-02-12 10:28:08,2018-02-14 22:09:36,2018-02-27 23:07:45,2018-03-06,1,d801caede80d4819d4976e8bfdbc2861,1835b56ce799e6a4dc4eddc053f04066,2018-02-16 10:28:08,53.99,11.88,cama_mesa_banho,59.0,559.0,1.0,650.0,16.0,10.0,16.0,bed_bath_table,3e43e6105506432c953e165fb2acf44c,11701,praia grande,SP,Repeater
51377,828e12bc152ea9891e8941d4530326fd,89a7fcf7fc62e96cd8a92de58f8d035c,delivered,2017-08-12 01:33:51,2017-08-12 15:50:08,2017-08-16 18:52:29,2017-08-24 20:15:49,2017-10-19,1,10262dd1d69315c5a855b40812520578,dd2bdf855a9172734fbc3744021ae9b9,2017-09-22 15:50:08,39.9,15.11,cama_mesa_banho,50.0,525.0,1.0,800.0,50.0,16.0,44.0,bed_bath_table,3d740e7cbf7e5b18027f204bd01b0be4,26178,belford roxo,RJ,Repeater
51387,671c1562854f03c1d68f6d48e1fa4c7d,bb5f8977c8712dcd0a599b06ca05b923,delivered,2017-03-03 08:32:31,2017-03-03 08:45:14,2017-03-06 08:47:00,2017-03-09 12:54:28,2017-03-24,1,0ed343b480193b11dbe4dfa81ac98ff1,0c8380b62e38e8a1e6adbeba7eb9688c,2017-03-09 08:45:14,59.5,17.16,cama_mesa_banho,63.0,837.0,1.0,1500.0,43.0,5.0,30.0,bed_bath_table,91b4cc37bd28118ddabe8e7692c78f2e,7748,caieiras,SP,Repeater
51389,45ff50616aff4d99cfaca273317a139b,af7c572f32c17ecda4664f61721926ba,delivered,2018-05-02 20:56:24,2018-05-02 21:18:52,2018-05-04 15:05:00,2018-05-08 01:05:57,2018-05-17,1,de5bf668dfa4391ee96a5fd5c9fa4f06,da8622b14eb17ae2831f4ac5b9dab84a,2018-05-08 21:18:52,199.9,13.83,cama_mesa_banho,59.0,330.0,2.0,2700.0,40.0,10.0,34.0,bed_bath_table,7823a8988612aff9a03896c51e2c5f7b,1238,sao paulo,SP,Repeater
51391,823384842bb58973b0c88e31c6f94da9,9c79fa52d8ef5e2e023052e24a06e896,delivered,2017-09-22 13:41:06,2017-09-23 14:10:10,2017-09-26 09:35:34,2017-10-10 19:48:47,2017-10-23,1,8b8422bfeaebcd02e897666185ca2c2c,822166ed1e47908f7cfb49946d03c726,2017-09-28 14:10:10,18.74,15.1,cama_mesa_banho,56.0,92.0,1.0,400.0,28.0,13.0,12.0,bed_bath_table,70ffda7e4167ce87ac620ab2c572ac4f,19970,palmital,SP,Repeater
51392,823384842bb58973b0c88e31c6f94da9,9c79fa52d8ef5e2e023052e24a06e896,delivered,2017-09-22 13:41:06,2017-09-23 14:10:10,2017-09-26 09:35:34,2017-10-10 19:48:47,2017-10-23,2,8b8422bfeaebcd02e897666185ca2c2c,822166ed1e47908f7cfb49946d03c726,2017-09-28 14:10:10,18.74,15.1,cama_mesa_banho,56.0,92.0,1.0,400.0,28.0,13.0,12.0,bed_bath_table,70ffda7e4167ce87ac620ab2c572ac4f,19970,palmital,SP,Repeater
51394,fbb3296cbee389d9961a820220eb62a3,9dc80a62589e4f4f71f88cb98a4836bd,delivered,2017-08-28 15:30:27,2017-08-28 15:45:39,2017-09-01 18:06:02,2017-09-08 18:02:52,2017-09-18,1,340ba571a6250a5346180e4fc4f1c7e6,3b15288545f8928d3e65a8f949a28291,2017-09-05 15:45:39,106.99,13.09,cama_mesa_banho,58.0,418.0,1.0,1650.0,40.0,6.0,30.0,bed_bath_table,b7d8524e14913b79fe082a5fc2efffd7,5145,sao paulo,SP,Repeater
51431,dd812caab973d1343bb8acb37736f55e,e82d6367836edabacca2a82a785e6e00,delivered,2018-03-29 18:23:50,2018-03-29 18:47:47,2018-04-02 23:28:50,2018-04-11 19:22:42,2018-04-17,1,c29267da9f1200284d707aa632ce1138,1dc2de47ee26a0a5b12dc14fd6dc0dea,2018-04-04 18:47:47,55.9,17.3,cama_mesa_banho,54.0,684.0,1.0,1500.0,40.0,15.0,32.0,bed_bath_table,6eb453dca2505def092eb261e3a3d8d0,7950,francisco morato,SP,Repeater
51461,f0089d43f99d1bc295c05699b4facbed,cab9419f31815dbc6727651e6408569f,delivered,2018-02-25 15:14:28,2018-02-25 15:27:50,2018-02-26 19:48:36,2018-03-09 19:59:02,2018-03-16,1,06de2a2e4731091ff794ab6240951b7d,4b0fdb526525f9890eb145bf1534640e,2018-03-01 15:27:50,219.9,54.97,cama_mesa_banho,44.0,470.0,1.0,2560.0,16.0,2.0,11.0,bed_bath_table,6871b052a835417d6d2e11153e0d3c2c,11250,bertioga,SP,Repeater
51463,d4c6aa2277352d92106b387b2ee13839,0b56b80573294f4d663d4abf0de19f03,delivered,2018-07-09 18:30:46,2018-07-09 18:45:21,2018-07-10 15:55:00,2018-07-13 21:33:48,2018-07-23,1,d791e6e94247e3655aa849b1d4d7d2c3,a673821011d0cec28146ea42f5ab767f,2018-07-16 18:45:21,129.9,11.93,cama_mesa_banho,55.0,981.0,4.0,1550.0,33.0,8.0,22.0,bed_bath_table,e4d18909afd252a0289765acc614d3e0,2071,sao paulo,SP,Repeater
51474,8e6560f082c82cd950eaeb5dabcbeea6,b3a442492d804e0df43ef6c7e410d8df,delivered,2018-02-07 03:14:50,2018-02-07 03:29:56,2018-02-07 23:34:05,2018-02-19 20:16:02,2018-03-08,1,c6aa164ce2d179e87318dacf63ba9d9f,b2479f944e1b90cf8a5de1bbfde284d6,2018-02-13 03:29:56,19.99,15.1,cama_mesa_banho,54.0,766.0,1.0,583.0,28.0,2.0,23.0,bed_bath_table,73f97c6a5af65a71194cc2265ae82501,28930,arraial do cabo,RJ,Repeater
51477,f244841f5a461472de8de82f023b1371,58b3208913cae35dadfac41929721901,delivered,2017-06-25 22:22:30,2017-06-25 22:30:15,2017-06-27 10:35:41,2017-07-04 13:17:30,2017-08-08,1,68fd321167f27536e8c0b182d358f854,41b39e28db005d9731d9d485a83b4c38,2017-07-20 22:30:15,94.9,21.15,cama_mesa_banho,52.0,381.0,1.0,1800.0,47.0,21.0,41.0,bed_bath_table,c4d9ec8c227594222eedd980cb28a6f4,28380,natividade,RJ,Repeater
51482,4b938d32f7c4a575aea3a5cbb5ef03e0,873d38fe31293aa004d5111a11f3b51b,delivered,2017-10-17 19:05:00,2017-10-17 19:14:18,2017-10-18 13:16:10,2017-10-24 21:38:52,2017-11-10,1,f23459b2e5eda87926f1f1a12dd87723,41b39e28db005d9731d9d485a83b4c38,2017-10-25 19:14:18,39.9,20.84,cama_mesa_banho,42.0,314.0,2.0,1200.0,37.0,23.0,35.0,bed_bath_table,9ff6787921b9aecefdb9c8212ebd8679,35930,joao monlevade,MG,Repeater
51489,19c36691fd116059bf49b7960f1db743,02625456293ab29f0b11a84835a8c0ab,delivered,2017-10-24 14:33:12,2017-10-26 03:09:41,2017-10-26 20:10:03,2017-11-08 16:18:46,2017-11-14,1,94972ba3b1856e8453d8a0b4d522aa36,1900267e848ceeba8fa32d80c1a5f5a8,2017-11-01 03:09:41,14.0,6.47,cama_mesa_banho,52.0,489.0,1.0,200.0,16.0,10.0,16.0,bed_bath_table,570eb70ff97166b85ea96be3bfb65fef,31930,belo horizonte,MG,Repeater
51490,19c36691fd116059bf49b7960f1db743,02625456293ab29f0b11a84835a8c0ab,delivered,2017-10-24 14:33:12,2017-10-26 03:09:41,2017-10-26 20:10:03,2017-11-08 16:18:46,2017-11-14,3,94972ba3b1856e8453d8a0b4d522aa36,1900267e848ceeba8fa32d80c1a5f5a8,2017-11-01 03:09:41,14.0,6.47,cama_mesa_banho,52.0,489.0,1.0,200.0,16.0,10.0,16.0,bed_bath_table,570eb70ff97166b85ea96be3bfb65fef,31930,belo horizonte,MG,Repeater
51491,19c36691fd116059bf49b7960f1db743,02625456293ab29f0b11a84835a8c0ab,delivered,2017-10-24 14:33:12,2017-10-26 03:09:41,2017-10-26 20:10:03,2017-11-08 16:18:46,2017-11-14,2,46d9734c42793de762a7ca5db95ecdd1,1900267e848ceeba8fa32d80c1a5f5a8,2017-11-01 03:09:41,15.0,32.36,cama_mesa_banho,54.0,491.0,1.0,100.0,16.0,10.0,16.0,bed_bath_table,570eb70ff97166b85ea96be3bfb65fef,31930,belo horizonte,MG,Repeater
51492,fae7ec9e7beff1d7e8ba7161738e557f,a95a14821505950abf17a562b31d1bf9,delivered,2017-06-19 20:18:51,2017-06-21 02:15:35,2017-06-23 08:35:48,2017-06-28 13:22:06,2017-07-11,1,c816e7f68945b875d70f82b82f7b0495,dc4a0fc896dc34b0d5bfec8438291c80,2017-06-29 02:15:35,118.58,13.17,cama_mesa_banho,60.0,124.0,2.0,900.0,95.0,8.0,50.0,bed_bath_table,1a15eecd72a08e1134ba406c7a7998e6,2122,sao paulo,SP,Repeater
51581,94d97c26cd5ca2a98749be9e672b44d4,d1a0299b96bb74b36b5be8c849f188b4,delivered,2017-08-25 12:23:08,2017-08-25 12:35:28,2017-08-30 10:30:13,2017-09-11 17:55:51,2017-09-27,1,d966b3fb4175fb014b8c120ac820a41d,dc4a0fc896dc34b0d5bfec8438291c80,2017-09-04 12:35:28,92.42,17.9,cama_mesa_banho,57.0,125.0,2.0,1200.0,50.0,8.0,50.0,bed_bath_table,94b27f5cb0276a9d149375e24de840d2,74650,goiania,GO,Repeater
51602,0035246a40f520710769010f752e7507,4bcf2ad7ccc061c13ff360aae5b7abcd,delivered,2017-08-17 00:57:23,2017-08-17 01:25:39,2017-08-22 15:33:53,2017-08-28 19:14:03,2017-09-06,1,8a6187b2665118d5095f99a25fd7ba7a,4a3ca9315b744ce9f8e9374361493884,2017-08-23 01:25:39,87.0,12.11,cama_mesa_banho,56.0,275.0,1.0,1300.0,45.0,15.0,35.0,bed_bath_table,d56ded4569dd9821b2f83710a56afbde,4173,sao paulo,SP,Repeater
51619,a33506544926e8200ef81a92ce3c3280,145eb4f25449e3f86093f09f192db5fa,delivered,2017-07-03 15:10:38,2017-07-03 15:23:59,2017-07-06 13:44:27,2017-07-12 21:08:07,2017-07-26,1,798d450aedc86f840c17c0aabd4e9303,5dceca129747e92ff8ef7a997dc4f8ca,2017-07-10 15:23:59,58.99,15.17,cama_mesa_banho,60.0,455.0,3.0,3100.0,37.0,10.0,40.0,bed_bath_table,1ae30e98d81bdf991fa25b52b8142308,24120,niteroi,RJ,Repeater
51620,fa014da3aa5b1fd99b79a24c7a17d778,d08c845f3bf2ae665a2fd49eec24a3b8,delivered,2017-11-03 12:49:17,2017-11-03 13:06:50,2017-11-07 22:21:39,2017-11-16 20:42:53,2017-11-29,1,7d351c4e73f90af8f1e092a95bf57a3c,54965bbe3e4f07ae045b90b0b8541f52,2017-11-09 13:06:50,60.0,8.09,cama_mesa_banho,53.0,729.0,1.0,600.0,20.0,30.0,30.0,bed_bath_table,6b1b676621a55a12546f8eeeaa12d4a7,98787,santa rosa,RS,Repeater
51621,fa014da3aa5b1fd99b79a24c7a17d778,d08c845f3bf2ae665a2fd49eec24a3b8,delivered,2017-11-03 12:49:17,2017-11-03 13:06:50,2017-11-07 22:21:39,2017-11-16 20:42:53,2017-11-29,2,7d351c4e73f90af8f1e092a95bf57a3c,54965bbe3e4f07ae045b90b0b8541f52,2017-11-09 13:06:50,60.0,8.09,cama_mesa_banho,53.0,729.0,1.0,600.0,20.0,30.0,30.0,bed_bath_table,6b1b676621a55a12546f8eeeaa12d4a7,98787,santa rosa,RS,Repeater
51624,b7293e3014a7261f0d26d28a1e927864,ebf0beef17d922d66a45709d225a57dc,delivered,2017-10-30 14:27:30,2017-10-31 04:15:14,2017-10-31 16:37:33,2017-11-08 19:41:15,2017-11-27,1,681d59c14b2515dcc09149055ba5b0c8,41b39e28db005d9731d9d485a83b4c38,2017-11-07 04:15:14,18.9,14.1,cama_mesa_banho,35.0,104.0,1.0,500.0,25.0,37.0,36.0,bed_bath_table,f8ac33ce25aad89ade14c52fac3cc452,90430,porto alegre,RS,Repeater
51626,eb7df5ec433a5660c84c3a2e1bce192d,76525f0c94f889d91e4335fae56eaaaf,delivered,2018-05-13 23:53:10,2018-05-15 03:55:50,2018-05-15 13:59:00,2018-05-19 12:34:47,2018-06-05,1,e4b0f340d2552f744b4c2d48dffbc0e2,1835b56ce799e6a4dc4eddc053f04066,2018-05-21 03:55:50,47.99,12.79,cama_mesa_banho,49.0,631.0,1.0,850.0,16.0,10.0,16.0,bed_bath_table,02e9109b7e0a985108b43e573b6afb23,4902,sao paulo,SP,Repeater
51627,eb7df5ec433a5660c84c3a2e1bce192d,76525f0c94f889d91e4335fae56eaaaf,delivered,2018-05-13 23:53:10,2018-05-15 03:55:50,2018-05-15 13:59:00,2018-05-19 12:34:47,2018-06-05,2,e4b0f340d2552f744b4c2d48dffbc0e2,1835b56ce799e6a4dc4eddc053f04066,2018-05-21 03:55:50,47.99,12.79,cama_mesa_banho,49.0,631.0,1.0,850.0,16.0,10.0,16.0,bed_bath_table,02e9109b7e0a985108b43e573b6afb23,4902,sao paulo,SP,Repeater
51628,eb7df5ec433a5660c84c3a2e1bce192d,76525f0c94f889d91e4335fae56eaaaf,delivered,2018-05-13 23:53:10,2018-05-15 03:55:50,2018-05-15 13:59:00,2018-05-19 12:34:47,2018-06-05,3,e4b0f340d2552f744b4c2d48dffbc0e2,1835b56ce799e6a4dc4eddc053f04066,2018-05-21 03:55:50,47.99,12.79,cama_mesa_banho,49.0,631.0,1.0,850.0,16.0,10.0,16.0,bed_bath_table,02e9109b7e0a985108b43e573b6afb23,4902,sao paulo,SP,Repeater
51629,cd9aa6fcc68d8352f12d7ca709c294f5,8a019cbc93b5aaf2cd852bd7a93fb7f9,delivered,2018-07-17 08:39:37,2018-07-17 08:50:14,2018-07-17 11:18:00,2018-07-20 23:27:33,2018-08-07,1,6d012b3382ea59666e241f9aa352af10,c33847515fa6305ce6feb1e818569f13,2018-07-23 08:50:14,149.0,19.14,cama_mesa_banho,59.0,597.0,1.0,6450.0,30.0,30.0,30.0,bed_bath_table,9cc73b2f1f13d58e4e11389fde3e2402,9371,maua,SP,Repeater
51642,71853944ebfe6bd5f5de0302cba14354,57488cc627f8aef89c99cd5d8c3134f1,delivered,2017-05-16 10:49:26,2017-05-16 11:02:34,2017-05-19 12:32:20,2017-05-22 14:53:54,2017-05-29,1,3c8403a4f7135ffcb0e050a81764088f,78ba5933c21686d1c2f64669c8c459e7,2017-05-22 11:02:34,105.9,9.56,cama_mesa_banho,35.0,457.0,2.0,700.0,40.0,14.0,30.0,bed_bath_table,096e351116755fe4c3c1e48eaf301a41,2422,sao paulo,SP,Repeater
51645,a4425e2bccba621150a07a685cf063be,d436890d44092b00fcfcbdd7a168c240,delivered,2018-06-26 14:27:52,2018-06-26 14:57:15,2018-06-27 11:31:00,2018-06-29 16:18:52,2018-07-18,1,f53103a77d9cf245e579ea37e5ec51f0,1835b56ce799e6a4dc4eddc053f04066,2018-06-29 14:57:15,41.99,13.87,cama_mesa_banho,52.0,206.0,1.0,500.0,16.0,10.0,16.0,bed_bath_table,ed42ccde391485cde5b0699b84b5c070,4515,sao paulo,SP,Repeater
51646,a4425e2bccba621150a07a685cf063be,d436890d44092b00fcfcbdd7a168c240,delivered,2018-06-26 14:27:52,2018-06-26 14:57:15,2018-06-27 11:31:00,2018-06-29 16:18:52,2018-07-18,2,f53103a77d9cf245e579ea37e5ec51f0,1835b56ce799e6a4dc4eddc053f04066,2018-06-29 14:57:15,41.99,13.87,cama_mesa_banho,52.0,206.0,1.0,500.0,16.0,10.0,16.0,bed_bath_table,ed42ccde391485cde5b0699b84b5c070,4515,sao paulo,SP,Repeater
51686,e1bc1083cd7acd30d0576335373b907d,14532b4dffa2bf13edc019346063c2fb,delivered,2018-03-15 12:56:35,2018-03-15 13:10:43,2018-03-15 23:58:22,2018-03-22 20:58:34,2018-04-03,1,b27f54561f44d7036b4c0a62349626ee,4a3ca9315b744ce9f8e9374361493884,2018-03-21 13:10:43,69.9,13.85,cama_mesa_banho,58.0,330.0,1.0,850.0,45.0,15.0,25.0,bed_bath_table,a66315c850c3712707754c1eca7a8069,3325,sao paulo,SP,Repeater
51687,e1bc1083cd7acd30d0576335373b907d,14532b4dffa2bf13edc019346063c2fb,delivered,2018-03-15 12:56:35,2018-03-15 13:10:43,2018-03-15 23:58:22,2018-03-22 20:58:34,2018-04-03,2,b27f54561f44d7036b4c0a62349626ee,4a3ca9315b744ce9f8e9374361493884,2018-03-21 13:10:43,69.9,13.85,cama_mesa_banho,58.0,330.0,1.0,850.0,45.0,15.0,25.0,bed_bath_table,a66315c850c3712707754c1eca7a8069,3325,sao paulo,SP,Repeater
51688,e1bc1083cd7acd30d0576335373b907d,14532b4dffa2bf13edc019346063c2fb,delivered,2018-03-15 12:56:35,2018-03-15 13:10:43,2018-03-15 23:58:22,2018-03-22 20:58:34,2018-04-03,3,b27f54561f44d7036b4c0a62349626ee,4a3ca9315b744ce9f8e9374361493884,2018-03-21 13:10:43,69.9,13.85,cama_mesa_banho,58.0,330.0,1.0,850.0,45.0,15.0,25.0,bed_bath_table,a66315c850c3712707754c1eca7a8069,3325,sao paulo,SP,Repeater
51689,e1bc1083cd7acd30d0576335373b907d,14532b4dffa2bf13edc019346063c2fb,delivered,2018-03-15 12:56:35,2018-03-15 13:10:43,2018-03-15 23:58:22,2018-03-22 20:58:34,2018-04-03,4,b27f54561f44d7036b4c0a62349626ee,4a3ca9315b744ce9f8e9374361493884,2018-03-21 13:10:43,69.9,13.85,cama_mesa_banho,58.0,330.0,1.0,850.0,45.0,15.0,25.0,bed_bath_table,a66315c850c3712707754c1eca7a8069,3325,sao paulo,SP,Repeater
51697,3d905f2c25bbcb26fc068e0ca62a4315,a552a8ddad3a5ddbf24e84046123e406,delivered,2017-07-24 17:31:04,2017-07-26 02:25:45,2017-07-26 18:12:33,2017-08-01 20:36:12,2017-08-15,1,6f5c977cd6fb4cea20db551bc8728ff9,004c9cd9d87a3c30c522c48c4fc07416,2017-08-03 02:25:45,85.82,16.23,cama_mesa_banho,56.0,552.0,1.0,2200.0,38.0,8.0,30.0,bed_bath_table,7784447c90f683e4775f7c1f02c04fbf,13087,campinas,SP,Repeater
51704,0a0d4509c14ceb9b0f6555e07c45d167,987d489e68b88750c3f60a22c29faa18,delivered,2018-03-14 09:52:04,2018-03-14 10:08:30,2018-03-16 23:15:45,2018-04-11 22:06:48,2018-04-06,1,149a3fb259da124e9a12b7e145b9d5db,8160255418d5aaa7dbdc9f4c64ebda44,2018-03-20 10:08:30,288.9,63.82,cama_mesa_banho,56.0,454.0,2.0,11000.0,50.0,20.0,40.0,bed_bath_table,1f9756abd497b76eeccb492bfe91df35,64067,teresina,PI,Repeater
51714,96b2e80dae1e727fd9f346aeb278d1fc,514c6e33892730a7739115d0da57076d,delivered,2017-05-18 08:42:34,2017-05-19 02:15:17,2017-05-19 12:14:55,2017-06-14 14:20:08,2017-07-14,1,7cd77cb177ba74f48a7d7ede2531beb2,dd2bdf855a9172734fbc3744021ae9b9,2017-06-09 02:15:17,89.9,35.95,cama_mesa_banho,56.0,803.0,1.0,1300.0,20.0,16.0,20.0,bed_bath_table,ccac5680eab564a88f301f59030b448b,68030,santarem,PA,Repeater
51719,10e722e25378399056392a2c2c5ff9ba,595515694ce1f925bffc652e5c6c348d,delivered,2018-02-07 09:58:30,2018-02-07 10:15:25,2018-02-08 17:12:25,2018-02-10 13:14:39,2018-02-23,1,b6bc721dd9f8308b569e8a73982a560e,d4e12e7884759a14fa0f5f896c791cae,2018-02-13 10:15:25,26.9,9.34,cama_mesa_banho,39.0,2656.0,1.0,650.0,16.0,22.0,11.0,bed_bath_table,711066a7bba9951b1da0ce0f4302af23,8673,suzano,SP,Repeater
51728,1f128a92fab0cad4a98cd61be2793d42,a968ee66a9cd15045bdc38c66181983d,delivered,2018-02-28 22:10:48,2018-02-28 22:30:50,2018-03-01 16:56:18,2018-03-12 21:54:46,2018-03-22,1,96b2b30b853845064514e83f4d5a387b,609e1a9a6c2539919b8205cf7c4e6ff0,2018-03-06 22:30:31,42.9,16.11,cama_mesa_banho,52.0,554.0,1.0,800.0,40.0,7.0,30.0,bed_bath_table,379a5698aeca26ff55abca9bc7fcaa4f,4674,sao paulo,SP,Repeater
51729,1f128a92fab0cad4a98cd61be2793d42,a968ee66a9cd15045bdc38c66181983d,delivered,2018-02-28 22:10:48,2018-02-28 22:30:50,2018-03-01 16:56:18,2018-03-12 21:54:46,2018-03-22,2,96b2b30b853845064514e83f4d5a387b,609e1a9a6c2539919b8205cf7c4e6ff0,2018-03-06 22:30:31,42.9,16.11,cama_mesa_banho,52.0,554.0,1.0,800.0,40.0,7.0,30.0,bed_bath_table,379a5698aeca26ff55abca9bc7fcaa4f,4674,sao paulo,SP,Repeater
51732,4f08325d27e2eb6a5a4c5f4f94e59e07,18d365afa5ec0607a357339d11388671,delivered,2018-04-05 21:18:26,2018-04-05 21:30:17,2018-04-06 19:41:26,2018-04-10 19:12:04,2018-04-20,1,4da06dee0a480b5d666886ea00b4d9b3,cfb1a033743668a192316f3c6d1d2671,2018-04-11 21:30:17,25.5,7.87,cama_mesa_banho,54.0,228.0,1.0,250.0,32.0,3.0,23.0,bed_bath_table,06d26e5230ac619719997a8cf435a69b,13276,valinhos,SP,Repeater
51736,38636a6a86131fe2c507943a16833350,f7fb63d6601b56b83781981988450f66,delivered,2017-03-15 16:38:57,2017-03-15 16:38:57,2017-03-16 10:06:55,2017-03-29 12:47:49,2017-04-07,1,84c14b1bdd1a86dad802e0863ef5385e,d1c281d3ae149232351cd8c8cc885f0d,2017-03-21 16:38:57,127.99,23.19,cama_mesa_banho,55.0,198.0,1.0,2200.0,35.0,20.0,30.0,bed_bath_table,5ed4db82a99daa916b5a11e6c48df670,71060,brasilia,DF,Repeater
51754,4e2160ff7a61b2bf4fbd2e527ea924d3,ea36ec29b56eded534644f21b9561efc,delivered,2018-02-09 13:48:17,2018-02-09 14:15:48,2018-02-09 22:53:10,2018-02-22 17:14:00,2018-03-06,1,72d3bf1d3a790f8874096fcf860e3eff,0bae85eb84b9fb3bd773911e89288d54,2018-02-15 14:15:48,38.25,16.11,brinquedos,57.0,341.0,2.0,583.0,20.0,21.0,20.0,toys,cef44ce121b124fdc3438472b1ac4e9a,86020,londrina,PR,Repeater
51758,17313705481d054edde23cd5c42a0819,0efffa0f614cc54997bd7401a60fdcf6,delivered,2018-01-08 21:43:53,2018-01-08 21:55:19,2018-01-09 20:47:08,2018-01-18 20:06:21,2018-02-01,1,72d3bf1d3a790f8874096fcf860e3eff,0bae85eb84b9fb3bd773911e89288d54,2018-01-12 21:55:19,38.25,16.11,brinquedos,57.0,341.0,2.0,583.0,20.0,21.0,20.0,toys,cef44ce121b124fdc3438472b1ac4e9a,86020,londrina,PR,Repeater
51766,9280325355a6fe53fe67ef8c3418b638,ef3f67cacd6f5d2bfae5473c8cae4306,delivered,2017-12-11 17:44:07,2017-12-11 17:54:43,2017-12-12 19:39:02,2017-12-13 17:29:11,2017-12-28,1,72d3bf1d3a790f8874096fcf860e3eff,0bae85eb84b9fb3bd773911e89288d54,2017-12-15 17:54:43,38.25,9.94,brinquedos,57.0,341.0,2.0,583.0,20.0,21.0,20.0,toys,d393419796111dfaf317ca354f6c30e6,89259,jaragua do sul,SC,Repeater
51779,7b9a4ccb84bc90aa35e862facecfda80,980577f4e75c9ff551133fd18ae0bab9,delivered,2017-12-02 12:46:59,2017-12-02 12:58:40,2017-12-04 20:42:22,2017-12-06 17:24:43,2017-12-20,1,72d3bf1d3a790f8874096fcf860e3eff,0bae85eb84b9fb3bd773911e89288d54,2017-12-07 12:58:40,38.25,9.94,brinquedos,57.0,341.0,2.0,583.0,20.0,21.0,20.0,toys,d393419796111dfaf317ca354f6c30e6,89259,jaragua do sul,SC,Repeater
51836,fc6e4c97f5307e9c1bc0797a45e40cbf,b195b30a0c289a41ee810335d3c06364,delivered,2018-03-14 17:57:56,2018-03-15 17:55:41,2018-03-16 21:10:51,2018-03-17 20:28:44,2018-03-26,1,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,2018-03-21 17:55:41,44.9,7.39,brinquedos,45.0,589.0,4.0,200.0,16.0,7.0,11.0,toys,c863f613022e5ce024c630ffa65ab51d,8280,sao paulo,SP,Repeater
51856,8a3756b420f3c23e6537a19e9d61a102,baab2b58bcdf3653827e7fc183f98fd1,delivered,2017-06-17 23:03:05,2017-06-17 23:15:09,2017-06-21 09:17:40,2017-06-27 13:36:35,2017-07-11,1,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,2017-06-21 23:15:09,42.99,15.1,brinquedos,45.0,589.0,4.0,200.0,16.0,7.0,11.0,toys,eb8367e178d144706a4ff3da62d284cb,84450,ipiranga,PR,Repeater
51889,1baadc6ea58da9e96c906bca98b8b15f,c91c30cd04bca31b0898185a149163c5,delivered,2017-09-21 11:07:39,2017-09-21 11:28:07,2017-09-21 18:03:26,2017-10-11 19:32:44,2017-10-27,1,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,2017-09-27 11:28:07,44.9,23.11,brinquedos,45.0,589.0,4.0,200.0,16.0,7.0,11.0,toys,acea6bd29b8c1e3c6a8b266a8fb4475e,76811,porto velho,RO,Repeater
51890,1baadc6ea58da9e96c906bca98b8b15f,c91c30cd04bca31b0898185a149163c5,delivered,2017-09-21 11:07:39,2017-09-21 11:28:07,2017-09-21 18:03:26,2017-10-11 19:32:44,2017-10-27,2,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,2017-09-27 11:28:07,44.9,23.11,brinquedos,45.0,589.0,4.0,200.0,16.0,7.0,11.0,toys,acea6bd29b8c1e3c6a8b266a8fb4475e,76811,porto velho,RO,Repeater
51891,1baadc6ea58da9e96c906bca98b8b15f,c91c30cd04bca31b0898185a149163c5,delivered,2017-09-21 11:07:39,2017-09-21 11:28:07,2017-09-21 18:03:26,2017-10-11 19:32:44,2017-10-27,3,14dffa241a078aeaebaef48a49e807ca,fa40cc5b934574b62717c68f3d678b6d,2017-09-27 11:28:07,64.9,17.33,bebes,43.0,746.0,4.0,250.0,16.0,7.0,11.0,baby,acea6bd29b8c1e3c6a8b266a8fb4475e,76811,porto velho,RO,Repeater
